Year,TM,real_team_id,PITCHERS,IP,SO_v_l,BB_v_l,HIT_v_l,OB_v_l,TB_v_l,HR_v_l,BP_v_l,DP_v_l,SO_v_r,BB_v_r,HIT_v_r,OB_v_r,TB_v_r,HR_v_r,BP_v_r,DP_v_r,HO,ENDURANCE,FIELD,BK,WP,BAT_B,STL,SPD,rml_team_id
2019,TBA,28,"Alvarado,J*",30,41,26,5,31,5.2,0,0,0,22,30,17.7,47.7,23.2,0,0,2,0,R(1) C(3),'2-50,0,20,1WL-C,E,10,
2019,PHN,22,"Alvarez,J*",59,15,3,15.3,18.3,25.5,2.6,3,5,23,5,30.8,35.8,40.5,1.6,1,4,-4,R(1) C(0),'3- 0,0,11,1WL-C,E,10,
2019,OAA,21,"Anderson,B*",176,0,5,14.6,19.6,17,0,0,7,4,4,23.3,27.3,33.8,1.4,3,7,-2,S(6),'2-24,0,4,3WL-D,E,10,
2019,MLN,17,"Anderson,C",139,25,8,8.4,16.5,19.2,0.6,1,0,19,10,19.3,29.3,41.5,4.1,7,0,3,S(5) R(3),'3-10,2,1,1WR-C,E,14,
2019,LAA,14,"Anderson,J",47,36,25,11.5,36.5,28.6,2.8,3*,0,35,22,11.8,33.8,24.9,0,0*,0,-2,R(1) C(0),'4- 0,0,17,1WL-C,E,10,
2019,TOT,1,"Anderson,N",65,46,3,19,22,39,2.2,4,0,60,3,5.8,8.9,12.1,1.2,1,0,-1,R(1) C(0),'2-23,0,14,1WR-C,E,10,
2019,SFN,25,"Anderson,S",96,5,7,25,32,41.2,2.4,5,11,16,10,25.5,35.5,35.5,1,3,10,-3,S(5) R(3) C(1),'2-31,0,13,1WR-B,E,10,
2019,ARN,2,"Andriese,M",71,29,10,14.2,24.2,34.5,2,2,0,32,6,26.8,32.8,35.9,0.8,1,0,8,R(2) C(0),'3-42,9,20,1WR-D,E,10,
2019,PIN,23,"Archer,C",120,37,14,8.9,22.9,24.5,4,7,0,32,13,15.7,28.7,30.1,3.6,7,0,2,S(5),'3-12,0,10,1WR-C,E,10,
2019,TOT,1,"Armstrong,S",58,19,17,13.3,30.4,13.9,0.2,0,2,29,13,22,35,39.3,2,3,0,9,R(1) C(2),'4- 0,5,14,1WR-C,E,10,
2019,PHN,22,"Arrieta,J",136,10,13,25.3,38.3,39.7,3.6,5,4,22,5,19,24,26,1.2,0,6,7,S(6),'2-33,0,11,2WR-C,E,13,
2019,NYN,20,"Avilan,L*",32,42,12,1.1,13.1,2.9,0.6,0*,9,8,14,27.6,41.6,42.9,3.4,6,10,5,R(1),'3- 0,0,13,1WL-C,E,10,
2019,LAN,15,"Baez,P",70,25,2,6,8,12.8,0,0*,7,33,15,2.6,17.6,7.4,1.6,1*,7,4,R(1) C(0),'2-21,0,0,1WR-C,E,10,
2019,TOT,1,"Bailey,H",163,25,6,10.3,16.3,20.1,2.2,4,3,17,9,27.5,36.5,34.6,1.2,2,2,-2,S(5),'3- 0,2,5,3WR-D,E,12,
2019,LAA,14,"Bard,L",49,19,5,23.5,28.5,42.2,4.1,6,11,19,4,5.5,9.5,10.9,1.8,3,12,9,S(1) R(1),'4- 0,7,20,1WR-C,E,10,
2019,KCA,13,"Barlow,S",70,34,13,20.8,33.8,34.7,1.2,2,0,42,18,9.6,27.6,21.1,0,0,0,5,R(2) C(0),'4- 0,5,15,1WR-C,E,10,
2019,TOT,1,"Barnes,J",33,16,19,10.3,29.4,20.5,0,0,2,20,21,20,41,49.7,9.1,8,2,3,R(1),'4- 0,0,18,1WR-C,E,10,
2019,BOA,5,"Barnes,M",64,45,29,1.2,30.2,4.8,1.2,2*,0,47,12,11,23,20,1.6,2,0,6,R(1) C(2),'2-23,5,20,1WR-C,E,10,
2019,TOT,1,"Barraclough,K",34,36,16,9.4,25.4,22.7,3.8,7,0,22,18,21.3,39.3,43.3,5.3,8,0,1,R(1),'3-51,10,17,1WR-C,E,10,
2019,LAA,14,"Barria,J",83,27,9,15.4,24.4,27.8,2.2,2,0,11,5,27,32,80.2,13,8,0,-6,S(5) R(4),'3- 0,0,2,1WR-C,E,10,
2019,SEA,26,"Bass,A",48,29,3,1.3,4.3,3.1,0.4,1*,2,23,13,3.1,16.1,10.9,1.6,2*,2,-3,R(1) C(2),'4- 0,0,20,1WR-C,E,10,
2019,OAA,21,"Bassitt,C",144,32,11,7.8,18.8,21.4,3.4,6,5,19,5,18.8,23.8,25.6,0.8,1,3,3,S(6) R(3),'3- 0,0,4,1WR-B,E,10,
2019,TOT,1,"Bauer,T",213,29,12,13.3,25.3,31.1,3.8,6,1,40,11,11.3,22.3,25.2,1.4,2,0,4,S(7*),'4- 0,0,10,1WR-B,E,10,2
2019,LAA,14,"Bedrosian,C",61,31,15,2.8,17.8,7.6,0.8,0*,8,26,4,16.5,20.5,25.1,1.8,2,7,-1,S(1) R(1) C(0),'4- 0,0,20,1WR-C,E,10,
2019,SFN,25,"Beede,T",117,14,12,19.2,31.2,33.9,2.4,6,1,29,8,21,29,33.8,4,8,2,0,S(5) R(3),'3-13,0,16,1WR-C,E,10,
2019,TBA,28,"Beeks,J*",104,8,15,30.5,45.5,41.6,1.2,1,5,22,8,20.8,28.8,31.8,1,1,5,-2,S(4) R(4) C(0),'2- 0,0,5,1WL-C,E,10,
2019,MNA,18,"Berrios,J",200,26,5,16.6,21.7,26.8,1.8,2,4,24,4,17.8,21.8,27.3,2.2,3,4,0,S(6*),'1- 7,2,8,1WR-C,E,10,
2019,CON,10,"Bettis,C",64,15,9,23.5,32.5,45.6,3,3,7,1,2,27.9,29.9,41.8,1.8,2,7,-5,S(4) R(3) C(0),'3-23,0,6,1WR-A,E,12,
2019,TOT,1,"Biagini,J",65,20,6,27,33,68.8,11.2,8,10,23,11,16.1,27.1,25.3,0.6,1,12,1,R(1) C(0),'3-46,0,10,1WR-C,E,10,
2019,TOT,1,"Biddle,J*",28,5,19,39.4,58.4,51,2.8,4,5,17,24,22,46,36.2,2,2,5,5,R(1),'2-51,0,20,1WL-C,E,10,
2019,CLA,9,"Bieber,S",214,43,2,12.8,14.8,27.1,3.4,5,8,37,1,16,17,24.5,1.2,2,8,0,S(6*),'2- 0,2,6,1WR-C,E,10,
2019,BAA,4,"Bleier,R*",55,11,0,14.1,14.1,19.5,0,0,12,0,0,34.1,34.1,62.3,2.2,3,12,3,R(2) C(3),'5- 0,0,3,1WL-C,E,10,
2019,ATN,3,"Blevins,J*",32,37,14,6.3,20.3,10.8,0,0*,0,30,14,11.6,25.6,31.7,5.3,8*,0,8,R(1) C(0),'4-44,0,13,1WL-C,E,10,
2019,DEA,11,"Boyd,M*",185,42,1,10,11,26,4.3,8,1,39,6,10.3,16.3,28.1,4,6,2,-6,S(6),'2- 8,9,7,3WL-D,E,10,
2019,TOT,1,"Brach,B",54,6,21,39,60,61,0,0,6,39,17,10.1,27,10.1,0,0,6,-1,R(1),'4- 0,0,11,2WR-B,E,10,
2019,ARN,2,"Bradley,A",72,33,16,19.1,35.1,33.5,0,0,4,37,14,15.1,29.1,17.9,0,0,3,0,R(2) C(5),'4- 0,0,0,1WR-C,E,12,
2019,BOA,5,"Brasier,R",56,21,19,13.9,32.8,37.5,5.5,8*,0,38,2,14.1,16.1,18,0.6,1,0,0,R(1) C(3),'3-26,0,11,1WR-C,E,10,
2019,PIN,23,"Brault,S*",113,32,6,17.1,23.1,26.9,1.6,2,13,14,15,17.2,32.2,30.4,1.4,3,10,6,S(5) R(3),'2- 0,3,13,8NL-A,E,14,
2019,STN,27,"Brebbia,J",73,38,13,11.8,24.8,25,1.6,2,0,36,8,12.5,20.5,15.5,0,0,0,-1,R(2),'4- 0,0,0,3WL-C,E,10,2
2019,SEA,26,"Brennan,B",47,24,16,9.3,25.3,23.3,2.6,4*,12,32,12,3.3,15.3,8.9,1.2,1*,12,7,R(2),'2-51,0,20,1WR-C,E,10,
2019,BOA,5,"Brewer,C",55,35,13,14.5,27.5,17.7,0,1,6,10,25,21.3,46.3,34.5,1.2,1,6,8,R(1),'2- 0,0,20,1WR-C,E,10,
2019,MMN,16,"Brice,A",45,18,14,12.8,26.8,23.5,2.6,5,0,29,6,4.9,10.9,10.9,2,5,0,1,R(2),'3- 0,0,9,1WR-C,E,10,
2019,MMN,16,"Brigham,J",38,29,13,7.4,20.4,22.8,3.4,7,8,28,4,19.5,23.5,35.2,5.3,8,6,5,R(2) C(0),'2- 0,0,20,1WR-C,E,10,
2019,NYA,19,"Britton,Z*",61,44,21,1.2,22.2,1.2,0,0*,11,14,18,4.4,22.4,5,0,0,12,-4,R(1) C(2),'3- 0,0,11,1WL-C,E,10,
2019,TOT,1,"Brooks,A",110,10,8,20.7,28.7,38.6,3.2,6,10,14,5,16.5,21.5,35.7,2.8,5,12,2,S(5) R(3),'3-13,3,7,1WR-C,E,10,
2019,TOA,30,"Buchholz,C",59,12,3,24.9,27.9,48.8,4.5,8,12,5,5,24.1,29.1,50.5,2.8,5,12,1,S(5),'3- 0,0,3,1WL-C,E,10,
2019,OAA,21,"Buchter,R*",45,39,4,15.3,19.3,31.7,3.4,7,0,17,30,14.3,44.3,27.5,2.4,5,0,-3,R(1),'2-33,0,4,1WL-C,E,10,
2019,LAN,15,"Buehler,W",182,39,3,11.6,14.6,21,0.8,0,1,39,1,15.1,16,25.5,2,3,0,0,S(6),'4- 0,0,4,6NR-C,E,12,
2019,SFN,25,"Bumgarner,M*",208,35,0,9.6,9.6,17.6,0.8,2,9,26,2,18.7,20.7,34.8,2.6,6,9,1,S(6*),'2- 7,0,2,6NR-A,E,12,
2019,CHA,6,"Bummer,A*",68,22,1,5.8,6.8,5.8,0,0,12,27,15,2.9,17.9,2.9,0,0,12,0,R(2) C(0),'3-21,0,14,1WL-C,E,10,
2019,BAA,4,"Bundy,D",162,14,6,18.5,24.5,32.1,2.2,3,9,37,12,11.4,23.4,29.5,3.2,5*,9,3,S(5),'4- 0,2,9,1WS-C,E,10,
2019,MLN,17,"Burnes,C",49,0,19,38.9,57.9,78.9,9.9,8,3,30,3,24.8,27.8,46.3,6.6,8,5,4,S(4) R(3) C(0),'2-51,0,7,3WR-B,E,10,
2019,LAA,14,"Buttrey,T",72,43,11,13.3,24.3,19.8,0.6,0,1,25,4,21.2,25.2,26.9,1.4,2,6,3,R(1) C(1),'3- 0,0,18,1WL-C,E,10,
2019,LAA,14,"Cahill,T",102,14,4,24.5,28.5,54.9,4.3,7,0,14,14,14.8,28.8,30.8,4.3,8,0,7,S(4) R(3),'3-14,0,20,3WR-C,E,10,
2019,LAA,14,"Canning,G",90,29,14,5.8,19.8,18.3,3,4,0,32,3,21.8,24.8,41.2,1.8,2,0,0,S(5),'2-31,4,20,1WR-C,E,10,
2019,CLA,9,"Carrasco,C",80,35,2,20.5,22.5,43.6,5,8,6,34,1,28.3,29.3,54,3.6,7,2,0,S(5) R(3) C(0),'3- 0,0,5,1WR-C,E,10,
2019,TOT,1,"Cashner,A",150,13,11,9.7,20.7,16.8,0,0,11,11,11,18,29,32.7,2.8,5,11,-1,S(6) R(3) C(0),'4- 0,0,11,1WR-D,E,14,
2019,TBA,28,"Castillo,D",69,38,5,22,27,30.3,2.4,5,2,34,10,9,19,17.1,0.6,0,9,0,S(1) R(1) C(3),'3-21,0,16,1WR-C,E,10,2
2019,CIN,8,"Castillo,L",191,38,14,6.8,20.8,15.2,1.6,2,7,35,12,6.5,18.4,12,1,1,9,-1,S(6),'2- 8,6,5,1WR-D,E,14,
2019,BAA,4,"Castro,M",73,6,27,11,38,15.1,1.2,1,4,34,12,8.8,20.8,20.1,2.2,2*,4,9,R(2) C(1),'5-20,9,20,1WR-C,E,10,
2019,CHA,6,"Cease,D",73,23,13,19,32,39.8,4.3,7,9,34,15,15.4,30.4,26.6,2.2,4,4,-3,S(5),'4-19,0,11,1WR-C,E,10,
2019,NYA,19,"Cessa,L",81,23,9,23.6,32.6,31.7,1.2,2,7,23,11,9.9,20.9,25.2,3.8,7,8,0,R(3) C(0),'3- 0,0,2,1WR-C,E,10,
2019,TOT,1,"Chacin,J",103,8,16,16.9,32.9,38.2,4.1,7,1,32,10,21.4,31.4,38.3,4.5,8,0,1,S(5) R(3),'3- 0,0,5,6NR-D,E,13,
2019,ARN,2,"Chafin,A*",53,40,5,20.8,25.8,25.3,1,1,5,33,15,17.4,32.3,22.8,1.8,3,3,-4,R(1),'2-28,0,8,1WR-C,E,10,
2019,NYA,19,"Chapman,A*",57,59,11,2,13.1,2.8,0,0,0,47,16,5.1,21.1,6.7,0,0,4,4,R(1) C(6),'3-51,0,20,1WL-C,E,10,
2019,CHN,7,"Chatwood,T",77,26,16,26,42,32.3,0.8,0,4,24,16,4.2,20.2,8,1.2,2*,14,-1,S(4) R(3) C(1),'2-19,0,20,2WR-B,E,14,
2019,TEA,29,"Chavez,J",78,29,3,15.2,18.2,25.3,1.4,2,3,17,7,19.7,26.7,40.9,2.6,4,4,-2,S(4) R(3) C(0),'2- 0,0,2,3WR-C,E,10,
2019,MMN,16,"Chen,W*",68,18,2,27,29,58.8,8.3,8,6,22,3,28.2,31.2,50.7,2.8,6,10,-4,R(2),'3- 0,0,5,1WR-C,E,10,
2019,TBA,28,"Chirinos,Y",133,25,5,6.9,11.9,15.5,1.4,2,10,18,0,18.6,18.6,37.8,5,8,10,-1,S(6) R(5),'2-11,9,6,1WR-C,E,10,2
2019,CLA,9,"Cimber,A",57,12,6,24.3,30.3,49.8,4,7,14,11,8,17.8,25.8,20.3,0,0,12,-3,R(1) C(0),'2-51,0,0,1WR-C,E,10,
2019,CHN,7,"Cishek,S",64,30,21,6.1,27.1,13.3,2.4,5,8,17,10,10,20,12.2,0.4,0,10,0,R(1) C(3),'3-23,0,14,1WR-C,E,10,
2019,DEA,11,"Cisnero,J",35,28,17,20.3,37.3,38.8,1.6,3,0,33,12,6.7,18.7,18.5,1.8,3,1,-2,R(2),'3- 0,0,5,1WR-C,E,10,
2019,CLA,9,"Civale,A",58,34,6,18.1,24.1,36.4,0,0*,12,9,8,9.6,17.5,18.3,0,0,12,-3,S(6),'3-24,0,8,1WR-D,E,10,
2019,ARN,2,"Clarke,T",85,13,14,13.6,27.6,37.3,5.5,8,0,19,3,23.5,26.5,57.5,7.8,8,0,-2,S(4) R(3) C(0),'2-35,0,7,8NR-D,E,10,
2019,MLN,17,"Claudio,A*",62,14,6,12.1,18,26,2.2,3,9,11,13,20.7,33.7,36.9,1.6,2,9,-2,R(1),'3- 0,0,3,1WL-C,E,10,
2019,CLA,9,"Clevinger,M",126,35,14,10.8,24.8,19.2,0.4,0,1,58,1,10.1,11.1,16.8,0.6,0,0,5,S(6),'3- 0,0,0,1WR-C,E,10,
2019,CLA,9,"Clippard,T",62,34,6,4.3,10.3,14.1,1.4,1*,6,34,5,5.5,10.5,17,3,5*,6,0,S(1) R(1),'4-23,0,11,1WR-C,E,10,
2019,HOA,12,"Cole,G",212,62,6,6.2,12.1,14.9,2,3*,0,57,1,8.3,9.3,17.8,2,3,0,1,S(6*),'4- 0,6,4,1WR-D,E,10,
2019,LAA,14,"Cole,T",52,27,14,18,32,23.5,0,0,9,20,7,30.8,37.8,46.3,0,0,10,0,S(1) R(1),'3- 0,0,12,1WR-C,E,10,
2019,CHA,6,"Colome,A",61,37,3,7.5,10.5,18.2,1.6,1*,7,13,16,5.4,21.5,16.3,1.4,2*,7,-4,R(1) C(6),'3-23,0,15,1WR-C,E,10,
2019,MMN,16,"Conley,A*",61,10,7,35,42,55.6,0,0,0,18,12,18.8,30.8,41.5,5.5,8,1,0,R(2) C(1),'2- 0,0,6,1WL-C,E,10,
2019,SFN,25,"Coonrod,S",28,0,41,1.7,42.7,5,1,2,9,22,7,8.4,15.4,12.6,1.4,3,12,8,R(1),'3- 0,12,16,1WR-C,E,10,
2019,WAN,31,"Corbin,P*",202,52,10,6.3,16.3,6.3,0,0,3,34,9,13.1,22.1,24.8,1.8,2,8,-2,S(6*),'3- 0,0,4,1WL-D,E,14,
2019,TOT,1,"Cordero,J",37,22,18,2.6,20.6,5,0,0*,12,21,2,9.1,11.1,21.3,2,3,8,8,R(2),'5- 0,0,6,1WR-B,E,10,
2019,NYA,19,"Cortes,N*",67,21,5,34.7,39.7,57.7,5.5,8,1,23,17,14.1,31.1,24.9,3.6,6,4,-4,R(3),'2-22,0,2,1WR-C,E,10,
2019,CHA,6,"Covey,D",59,8,20,30,50,46.8,3.4,5,3,6,5,21.2,26.2,34,3,4,3,9,S(5) R(3),'4-24,0,10,1WR-C,E,10,
2019,PIN,23,"Crick,K",49,46,15,8.1,23,19,2,2*,6,25,32,7.8,39.8,23.9,5.2,8*,3,9,R(1),'3-30,0,3,1WL-C,E,10,
2019,CHN,7,"Darvish,Y",179,38,3,11.4,14.4,29.1,4.4,8,3,51,12,7,19.1,17.6,2.8,4*,2,9,S(6),'5- 8,0,14,1WR-D,E,10,
2019,MLN,17,"Davies,Z",160,6,7,17.9,24.8,31,2.2,3,6,10,9,20.6,29.7,29.4,1,1,7,0,S(5),'2-27,0,5,2WR-B,E,14,
2019,CON,10,"Davis,W",43,18,22,17.4,39.4,30.2,0,0,14,18,22,18.4,40.3,34.4,5.1,7,4,9,R(1) C(5),'4-34,0,4,1WR-C,E,10,
2019,NYN,20,"Degrom,J",204,41,7,8.8,15.8,12.4,1.2,2,1,47,0,9.9,9.9,17.7,1,0,2,8,S(7*),'2- 7,0,1,7NL-B,E,14,
2019,CIN,8,"Desclafani,A",167,26,12,12.7,24.7,27.7,3.6,5,4,30,0,14.9,14.9,25.4,2.4,3,4,2,S(5),'3- 0,2,2,1WR-D,E,10,
2019,CHA,6,"Detwiler,R*",70,5,0,19.8,19.8,42.3,5,7,12,8,11,25,36,47.8,6.3,8,13,-1,S(5) R(3),'3- 0,0,2,1WR-C,E,10,
2019,HOA,12,"Devenski,C",69,31,10,21.1,31.1,36.3,3,5,0,24,2,16.1,18.1,36.6,3,5,0,9,R(1),'4-21,0,6,1WR-C,E,10,
2019,NYN,20,"Diaz,E",58,50,14,5.2,19.1,18.8,4.3,8*,0,36,4,23.1,27.1,51.9,7.8,8,0,9,R(1) C(5),'4- 0,0,11,1WR-C,E,10,
2019,CON,10,"Diaz,J",58,24,14,7.7,21.7,13.7,0,0,12,37,2,23.3,25.3,48.4,2.8,3,6,3,R(1) C(3),'2-50,0,15,1WR-C,E,10,
2019,TOT,1,"Diekman,J*",62,31,25,10.6,35.7,19.1,0,0,0,6,3,0,3,0,0,0*,0,-5,R(1),'3-24,0,20,1WL-C,E,10,
2019,WAN,31,"Doolittle,S*",60,36,0,16.6,16.6,40.4,1.6,1*,0,28,5,20.4,25.4,34.6,3.6,6,0,0,R(1) C(5),'5- 0,0,0,1WL-D,E,10,
2019,TBA,28,"Drake,O",56,56,0,0,0,0,0,0*,0,32,21,14.4,35.5,44,8,8*,0,-2,R(2) C(1),'3- 0,0,3,3WR-C,E,10,
2019,MNA,18,"Duffey,T",58,42,0,6.9,6.9,15.4,2.6,4,0,53,7,7.5,14.5,12.7,1.6,3,0,-4,R(1),'3-26,7,11,1WR-C,E,10,
2019,KCA,13,"Duffy,D*",131,25,15,16.5,31.6,32,2,4,9,19,8,15,23,28.7,2.8,5,13,-4,S(6),'2-11,0,6,2WL-C,E,10,
2019,CIN,8,"Duke,Z*",23,22,29,11.8,40.8,29.4,3,5*,8,0,25,12.3,37.3,20.2,2.2,2,12,9,R(1),'3- 0,0,0,1WL-C,E,10,
2019,TOT,1,"Dyson,S",62,29,1,14.2,15.2,21.3,1.8,4,9,19,4,14.7,18.7,20.7,0,1,10,3,R(1) C(1),'4- 0,0,3,1WR-C,E,10,
2019,PHN,22,"Eflin,Z",163,15,11,16,27,37,4.8,5,9,15,0,22.5,22.5,32.9,1.8,1,9,3,S(6) R(3),'4- 8,0,0,2WR-D,E,13,
2019,PHN,22,"Eickhoff,J",58,15,7,24.8,31.8,78.2,14.1,8*,3,23,8,11.4,19.4,30,5,6,4,0,S(5) R(3) C(0),'2- 0,0,0,1WR-A,E,10,
2019,TOT,1,"Elias,R*",50,12,20,19.9,39.8,37.1,5.8,8,2,29,3,7.3,10.3,19,2.8,4,9,1,R(1) C(4),'2-51,7,4,1WL-C,E,10,
2019,BOA,5,"Eovaldi,N",68,22,18,15.1,33,52,11.5,8,5,24,15,21.5,36.5,30.8,1,1,10,-1,S(5) R(3),'3- 0,0,19,1WR-D,E,12,
2019,SDN,24,"Erlin,R*",55,25,4,34.8,38.8,36,0.4,1,0,17,5,26.8,31.8,39.3,1.4,1,0,-4,R(2),'4-26,0,11,1WR-C,E,10,
2019,CON,10,"Estevez,C",72,15,10,21.2,31.2,41.9,2.8,2,3,47,4,13,17,28.6,2.8,4*,3,-1,R(2),'3-20,5,2,1WR-C,E,10,
2019,NYN,20,"Familia,J",60,15,23,22.9,45.9,30.1,1.2,2,6,30,21,13.2,34.2,28,1.4,1,6,6,R(1),'5- 0,0,10,1WR-C,E,10,
2019,DEA,11,"Farmer,B",68,19,10,17.9,27.9,33.3,0,0,12,41,8,10.7,18.7,24.6,2.6,5*,10,1,R(1) C(0),'3-42,0,13,1WL-C,E,10,
2019,WAN,31,"Fedde,E",78,1,10,31.7,41.7,46.1,2.2,3,13,3,14,10.3,24.3,21,2,2,12,3,S(5) R(3),'3- 0,0,2,1WR-A,E,10,
2019,PIN,23,"Feliz,M",56,33,18,7.8,25.8,21.2,2.2,3*,8,49,12,7.6,19.6,25,5.8,8*,0,5,R(1),'3-51,6,0,1WR-C,E,10,
2019,LAN,15,"Ferguson,C*",45,39,16,8.5,24.5,24,4.3,6*,0,30,22,11.4,33.3,23,1,1,0,1,S(4) R(3),'3- 0,8,4,4WR-C,E,12,2
2019,OAA,21,"Fiers,M",185,13,4,18.4,22.4,25.2,1.4,3,11,11,8,13.1,21.1,25.9,4.1,8,11,1,S(6),'2-16,2,16,1WR-C,E,10,
2019,STN,27,"Flaherty,J",196,30,6,9.1,15.1,16.9,2.2,3,8,51,6,6.2,12.2,13.8,1.6,3,4,-3,S(6*),'1- 0,0,7,3WR-A,D,15,
2019,LAN,15,"Floro,D",47,27,4,33.9,37.9,47.7,1.8,2,2,19,1,13.5,14.5,18.1,0,0,2,0,R(1),'3-31,0,4,1WL-C,E,10,
2019,ATN,3,"Foltynewicz,M",117,16,5,12.8,17.8,31.3,4,6,4,23,8,19,27.1,36.3,3.8,6,4,-3,S(5),'3-12,0,9,1WR-B,E,13,
2019,TOT,1,"Font,W",84,33,13,15.8,28.8,40.6,4.5,8*,7,34,4,11.9,15.9,30.5,3.2,5*,7,6,S(4) R(3),'4- 0,4,5,1WR-B,E,10,
2019,CON,10,"Freeland,K*",104,25,1,26.8,27.8,39.8,2.6,3,8,9,10,20,30,45.4,4.5,6,10,-5,S(5),'2-14,0,7,1WL-A,E,13,
2019,ATN,3,"Fried,M*",166,38,4,14.6,18.5,23.5,1.6,2,9,27,5,22.9,27.9,33.1,2,2,10,-6,S(5) R(4),'1-26,3,15,3WL-B,E,14,
2019,CHA,6,"Fry,J*",55,38,30,5,35,10,0,0*,5,34,24,7.6,31.6,20.4,3.2,6*,5,-2,R(1),'3- 0,0,15,1WL-C,E,10,
2019,BAA,4,"Fry,P*",57,13,16,9.9,25.9,27.1,4.3,7,12,30,15,11.2,26.2,17.9,0,0,12,1,R(1) C(2),'4- 0,0,7,1WL-C,E,10,
2019,STN,27,"Gallegos,G",74,54,0,4.8,4.8,13.1,1.8,3*,7,44,4,6.3,10.3,17.2,2,3*,8,-1,R(2) C(0),'2-20,6,10,1WR-D,E,10,
2019,TOT,1,"Gallen,Z",80,39,10,9.9,19.9,22.6,1.6,2,2,35,19,10.2,29.2,15.3,0.2,0,1,2,S(5),'4- 0,0,8,1WR-A,E,10,
2019,STN,27,"Gant,J",66,17,29,8.6,37.6,14.6,0,0,12,26,12,12.7,24.7,17,0,0,12,-1,R(2) C(2),'2- 0,0,3,1WR-C,E,12,2
2019,PHN,22,"Garcia,E",39,19,24,18.8,42.8,54.8,10,8,0,31,22,9.1,31.1,21.9,4.3,6,0,0,R(2),'3- 0,0,20,1WR-C,E,10,
2019,MMN,16,"Garcia,J*",51,8,5,17.8,22.8,25.3,0,0,9,23,7,3,10.1,7.8,1.6,4,8,-4,R(2),'3- 0,0,18,1WL-C,E,10,
2019,LAA,14,"Garcia,L",62,21,25,13.4,38.3,21.1,2.6,4,8,20,10,15.6,25.6,29.1,4.3,7,7,2,S(1) R(1) C(0),'5-23,0,20,1WR-C,E,10,
2019,LAN,15,"Garcia,Y",62,28,0,9.2,9.2,36.8,9.2,8*,0,37,5,4,9,16,4,7*,0,0,R(1),'3-23,6,3,1WR-C,E,10,
2019,CIN,8,"Garrett,A*",56,40,24,5.6,29.6,8.1,0.4,0,1,38,19,7.8,26.8,19.2,2.2,3,4,9,R(1),'2-26,6,19,1WR-C,E,10,
2019,TOT,1,"Gausman,K",102,36,9,22.9,31.9,38.5,3,5,0,26,3,33.4,36.4,46.5,2,3,0,8,S(5) R(3),'4-42,0,3,1WL-D,E,10,
2019,TOA,30,"Gaviglio,S",96,15,7,19.8,26.8,37.3,1.8,2,3,31,1,5.2,6.2,17.9,4.3,8*,3,0,R(3),'5- 0,4,0,1WR-C,E,10,
2019,TOT,1,"Gearrin,C",55,11,13,19.4,32.3,31.6,2,3,12,22,13,15.9,29,19,0,0,12,9,S(1) R(1),'3- 0,6,15,1WR-C,E,10,
2019,NYA,19,"German,D",143,32,5,13.6,18.6,31.5,4.8,8,2,30,5,9.4,14.4,21.8,2.6,4,3,-3,S(5) R(3),'2-20,0,7,1WR-D,E,10,
2019,MNA,18,"Gibson,K",160,19,9,23.8,32.8,35.8,2,3,8,28,9,18.6,27.6,30.6,2.2,3,8,-1,S(5) R(3),'2-18,0,10,1WR-B,E,10,
2019,TOA,30,"Giles,K",53,65,6,2.5,8.6,10.2,2.5,4*,0,58,9,5.3,14.3,10.5,0,0*,0,7,R(1) C(6),'4- 0,0,9,1WR-C,E,10,
2019,CHA,6,"Giolito,L",177,44,7,3.8,10.8,10.5,2,2*,5,45,10,10.1,20.1,23.9,2.2,3,2,-2,S(6),'1- 0,0,7,2WR-C,E,10,
2019,BAA,4,"Givens,M",63,36,16,11.5,27.5,39.8,6.7,8*,0,54,10,3.2,13.2,12.2,2.6,3*,1,8,R(1) C(3),'2-46,0,18,1WR-C,E,10,
2019,TBA,28,"Glasnow,T",61,52,3,3.9,6.9,6.7,0,0,8,41,5,8.6,13.6,10.6,0,0,10,9,S(5),'4- 0,0,8,1WL-C,E,12,
2019,TOT,1,"Godley,Z",92,17,9,23.1,32.2,42.5,2,3,9,8,17,16,33,27.8,2.4,4,8,-3,S(4) R(3) C(1),'3-31,4,6,1WR-D,E,10,
2019,SEA,26,"Gonzales,M*",203,2,2,27.4,29.4,41.8,2.4,4,9,17,5,16,21,27.2,0.8,0,9,-1,S(6*),'2-21,2,1,2WL-B,E,10,
2019,CON,10,"Gonzalez,C",63,11,26,12.8,38.8,29.8,2.4,3*,6,11,9,12.8,21.8,23.5,2.6,4,6,-3,S(5) R(4),'2-46,0,2,1WR-D,E,10,
2019,MLN,17,"Gonzalez,G*",87,21,11,4.4,15.4,10.5,0,0,9,21,14,16.1,30.1,30.2,1.2,1,9,2,S(5) R(3),'3-17,0,13,1WR-B,E,10,
2019,CLA,9,"Goody,N",41,24,22,7.8,29.8,18.6,1.8,3*,0,45,16,6.2,22.2,19.6,3.4,6*,0,0,R(1),'3-35,0,0,1WR-C,E,10,
2019,SFN,25,"Gott,T",53,30,4,10.1,14.1,13.3,0,0,0,36,12,11.8,23.8,14.2,0,0,0,1,R(2) C(0),'4- 0,0,4,1WR-C,E,10,
