Year,TM,real_team_id,HITTERS,INJ,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING,rml_team_id
2018,ARIZ,2,"Souza Jr,S",5,241,38,14,16.5,33.5,35.6,2,3,1,10,31,15,13.9,31.9,30.2,2.4,w*,0,10,*6/- (19-11),B,14,D,D,,,,,,,,208,rf-2(0)e8,2
2018,SEA,1,"Span,D*",1,437,13,18,20.7,41.7,32.6,1.5,1,7,14,9,11,22.3,36.3,35,1.3,1,8,16,"*4,6/- (16-6)",B,14,D,C,,,,,,306,,,lf-3(0)e6,
2018,SD,24,"Spangenberg,C*",1,298,54,0,4.3,6.3,11.9,0.8,0*,0,16,44,9,23,34,31.9,1,2,-8,12,*5/- (19-6),B,15,B,D,,,410,420,448,408,,,2b-4e10 3b-4e20 lf-4(+2)e8 ss-4e48,
2018,HOU,12,"Springer,G",1,544,28,14,25.5,41.5,39.5,3,4,-4,14,15,14,20.6,36.6,30.3,2.3,3,-4,14,7/12 (13-6),C,14,D,C,,,,,,301,201,201,cf-2(-2)e1 rf-2e1 lf-3e1,
2018,NY(A),19,"Stanton,G",1,617,32,13,28.6,44.6,60.9,8.4,8,-9,13,44,12,17.4,32.4,33.6,3.8,5,-7,14,2/- (20-6),D,13,D,C,,,,,,402,,302,lf-4(-2)e2 rf-3e2,
2018,HOU,12,"Stassi,M",2,221,39,4,16.8,26.8,29.6,2,2,-2,21,37,17,13.1,36.1,23.7,2,3,-2,13,-/- (---),E,10,D,D,301,,,,,,,,"c-3(0)e1,T-5(pb-4)",
2018,COL,10,"Story,T",1,598,26,7,31.3,40.3,70.4,8,8,-8,13,32,6,24.1,32.2,46,4,6,-9,15,*2-5/- (19-13),A,16,D,B,,,,,114,,,,ss-1e14,
2018,CIN,8,"Suarez,E",1,527,24,17,27.8,47.8,48.5,5.4,8,-7,17,26,11,22.2,36.2,39,4.5,7,-7,26,3/12 (13-5),E,11,D,D,,,,322,410,,,,3b-3e22 ss-4e10,
2018,TB,28,"Sucre,J",2,182,4,0,4.7,5.7,4.7,0,0,2,18,10,0,19.9,20.9,20.9,0,w,2,18,2/- (20-6),E,8,B,C,301,,,,,,,,"c-3(0)e1,T-6(pb-5)",
2018,ATL,3,"Suzuki,K",2,347,9,4,21.9,33.9,37.7,4.3,8,-4,11,0,5,24.4,37.4,38.3,1.5,2,-4,11,-/- (---),E,9,D,C,304,,,,,,,,"c-3(+1)e4,T-7(pb-0)",
2018,ATL,3,"Swanson,D",2,478,34,0,12.7,13.7,25.1,1.8,2,-2,6,23,7,20.8,28.8,32.7,1.5,3,-2,5,*2-5/- (16-11),B,15,B,C,,,,,212,,,,ss-2e12,
2018,BOS,5,"Swihart,B+",2,192,51,1,14.3,15.3,14.3,0,w,1,17,29,8,17.5,25.5,27.1,0.6,1,1,16,"*4,5/- (19-12)",B,14,D,C,402,426,571,465,,408,,408,"c-4(0)e2,T-3(pb-0) rf-4(+1)e8 1b-4e26 lf-4e8 3b-4e65 2b-5e71",
2018,LA(N),15,"Taylor,C",1,536,26,16,14.8,33.8,30.4,2.5,3,-4,3,45,9,24.4,36.3,42.4,1.5,2,-4,4,*4-6/12 (15-9),C,15,D,D,,,334,,322,206,306,,ss-3e22 cf-3(0)e6 lf-2e6 2b-3e34,
2018,WASH,31,"Taylor,M",1,353,57,1,16.3,18.3,26.3,1.3,1,-7,19,31,10,18.4,29.4,37.3,2.5,w,-5,17,"*2-5,11,12/- (19-15)",A,16,C,D,,,,,,,102,,cf-1(-3)e2,
2018,MIL,17,"Thames,E*",4,247,47,5,10,17,25.1,2.8,3*,0,7,52,10,10.8,22.8,32.5,5.2,7,0,6,*6/- (20-11),B,12,D,D,,420,,,,411,,411,1b-4e20 rf-4(+1)e11 lf-4e11,
2018,CHI(A),1,"Thompson,T",1,128,68,0,2.3,2.3,7.7,1.6,3*,0,0,50,3,0.3,3.3,1.2,0.3,0*,0,0,*4-6/- (18-13),C,15,D,D,,,,,,206,306,206,rf-2(-2)e6 lf-2e6 cf-3e6,
2018,CH(A),6,"Tilson,C*",1,106,32,16,0,18,0,0,w*,0,12,10,8,28.8,38.8,31.3,0,w,6,14,"*2-6,11,12/7,8 (15-5)",D,14,B,C,,,,,,305,305,,lf-3(+1)e5 cf-3e5,2
2018,TEX,29,"Tocci,C",4,120,22,4,25.6,31.6,28.4,0,w,-10,12,53,3,11.3,16.3,21.8,0,w,-4,13,2-12/- (3-1),E,13,B,C,,,,,,204,204,204,cf-2(+1)e4 lf-2e4 rf-2e4,
2018,SF,25,"Tomlinson,K",1,140,25,8,9,20,13.1,0,w,6,15,24,1,15.1,19.1,20.4,0,w,6,17,2-12/- (3-1),E,14,B,D,,,339,308,414,,,,2b-3e39 ss-4e14 3b-3e8,
2018,NY(A),19,"Torres,G",2,431,40,10,17.5,29.5,50.1,10.2,8,-4,13,26,9,24.9,35.9,36,2.8,3,-5,13,6/- (15-6),C,12,C,D,,,219,,348,,,,2b-2e19 ss-3e48,
2018,NY(A),19,"Torreyes,R",1,100,29,0,25.8,25.8,49.1,0,w,-4,23,1,0,31.6,31.6,40.3,0,w,-4,23,-/- (---),E,14,D,C,,,205,250,307,,,,2b-2e5 3b-2e50 ss-3e7,
2018,TOR,30,"Travis,D",1,357,2,0,23.5,26.5,40.4,4.1,7,-8,17,15,0,17.5,20.4,25.5,0.8,1,-8,17,"4,5/12 (13-6)",D,13,D,C,,,416,,,,,,2b-4e16,
2018,LA(A),14,"Trout,M",2,471,24,29,22.4,55.3,41,3.4,5,-10,0,17,28,26,58,56,8.5,8,-10,0,*7/- (19-12),A,17,D,D,,,,,,,100,,cf-1(-2)e0,
2018,BAL,4,"Trumbo,M",4,330,23,6,23.1,30.1,36.1,4,7,-13,21,29,7,22.2,30.2,34.8,3.5,6,-13,22,-/- (---),E,10,D,D,,525,,,,,,504,rf-5(0)e4 1b-5e25,
2018,ATL,1,"Tucker,P*",1,166,18,0,9.2,14.2,16,0,w*,0,7,28,7,14.9,26.9,31.1,2.8,4,6,6,-/- (---),E,11,D,D,,,,,,404,,404,lf-4(+1)e4 rf-4e4,
2018,LA(N),15,"Turner,J",4,365,7,22,31.5,59.5,54.9,1.8,2,-5,14,1,10,29.4,45.4,45.1,2.8,4,-6,17,4/- (13-6),E,12,D,C,,,,219,,,,,3b-2e19,
2018,WASH,31,"Turner,T",0,664,0,13,27,42,36.9,0.2,0,-3,5,17,11,23.2,36.2,33.3,2.3,2,-3,5,"*2-5,12/- (19-13)",AA,17,B,D,,,,,212,,,,ss-2e12,2
2018,LA(A),14,"Upton,J",1,533,38,10,11.9,25.9,18.6,2.3,4,-6,24,34,16,21.5,41.5,36.8,4.3,8,-11,12,5/- (16-6),C,14,D,D,,,,,,405,,,lf-4(0)e5,
2018,LA(N),15,"Utley,C*",4,164,26,18,2.2,26.2,4.4,0,w*,0,10,15,6,14.4,26.4,26.5,1.4,w,6,12,*7/- (17-6),C,13,D,C,,414,314,,,,,,2b-3e14 1b-4e14,
2018,COL,10,"Valaika,P",1,122,17,9,5.6,14.6,13.1,1.5,2*,0,23,33,3,3.7,6.7,5.7,0,w*,0,25,-/- (---),E,13,C,D,,416,406,413,406,,,,2b-4e6 1b-4e16 3b-4e13 ss-4e6,
2018,LA(A),14,"Valbuena,L*",1,266,48,3,11.7,15.8,18,1.9,2,2,3,52,3,12.8,16.8,21.3,2.3,2,2,3,3/- (20-6),C,11,D,D,,322,513,318,,,,,3b-3e18 1b-3e22 2b-5e13,
2018,BAL,4,"Valencia,D",1,255,6,11,26.5,37.4,40.3,3.8,7,-1,21,24,5,20.6,25.6,25.8,0.8,0,-1,23,6/12 (13-5),E,10,D,D,,416,,417,,,,402,3b-4e17 rf-4(+1)e2 1b-4e16,
2018,BOS,5,"Vazquez,C",5,251,9,9,16.6,28.6,25.6,0,w,-6,14,8,0,11.9,14.9,22.1,3.4,w,-7,16,*6/- (18-6),C,11,D,B,205,,,565,,,,,"c-2(-3)e5,T-4(pb-7) 3b-5e65",
2018,SD,24,"Villanueva,C",3,351,39,8,28.1,41.1,68.6,13.5,8,-11,9,29,3,13.1,21.1,25.9,2.4,3,-3,30,2/- (20-6),D,11,D,D,,420,471,423,448,,,,3b-4e23 1b-4e20 2b-4e71 ss-4e48,
2018,BAL,1,"Villar,J+",2,466,41,1,24.4,27.4,34.3,2.3,3,-6,18,33,9,23,34,28,1.6,1,-5,16,"*2-5,12/- (19-15)",AA,17,C,D,,,313,,327,,,,2b-3e13 ss-3e27,
2018,NY(A),1,"Voit,L",1,143,29,7,31.8,40.8,87.9,18.7,8,3,16,34,19,26.1,47.1,53.5,8.3,8,2,8,-/- (---),E,10,D,D,,410,,,,,,512,1b-4e10 rf-5(+2)e12,
2018,CIN,8,"Votto,J*",1,503,16,21,21,46,28,1.8,1,-1,16,9,29,24.2,57.2,33.1,0.5,0,-1,15,2/- (20-6),E,9,D,C,,206,,,,,,,1b-2e6,
2018,NY(A),19,"Walker,N+",1,347,29,9,4.2,16.2,12,2.6,w,0,4,23,12,15.8,30.8,23.1,2,2,6,3,-/- (---),E,12,D,D,,405,312,410,,513,,413,1b-4e5 2b-3e12 3b-4e10 rf-4(+1)e13 lf-5e13,
2018,LA(A),14,"Ward,T",1,135,12,5,13.2,23.2,31.2,6,8,-4,0,55,6,4.3,15.3,10,1.9,2*,0,0,4/- (20-6),D,11,D,D,,,,422,,,,,3b-4e22,
2018,TB,28,"Wendle,J*",1,487,18,9,28.3,41.3,38.9,0,w,-2,15,13,2,33.6,39.6,45.4,0.2,0,-2,19,"*4,6/- (18-12)",A,15,B,C,,,208,306,442,413,,,2b-2e8 3b-3e6 lf-4(+2)e13 ss-4e42,
2018,HOU,12,"White,T",1,210,32,22,25.3,49.3,53.8,3.5,5,6,0,16,10,20.1,32.2,41,4.5,7,7,0,"2-5,12/- (3-1)",E,10,D,D,,404,,,,,,,1b-4e4,
2018,WASH,31,"Wieters,M+",6,235,38,20,7.3,30.3,15.1,2.6,4,1,13,7,10,18,31,26.1,1.8,2,1,16,"5,6/- (3-1)",E,8,D,C,302,,,,,,,,"c-3(-1)e2,T-7(pb-0)",
2018,CIN,8,"Williams,M*",1,123,27,2,21.7,23.7,28.1,0,w,-11,29,24,0,36.5,36.5,43.3,0.5,0,-11,34,"2-6,12/7-9 (13-4)",D,14,B,D,,,,,,201,301,201,rf-2(-1)e1 lf-2e1 cf-3e1,
2018,PHI,22,"Williams,N*",1,407,46,3,21.1,29.1,25.6,1.5,1,-10,4,25,5,22.9,32.8,35.1,3,4,-10,5,7/- (13-6),D,12,D,D,,,,,,405,,405,rf-4(+1)e5 lf-4e5,
2018,MIN,18,"Wilson,B",4,135,31,14,6.9,20.9,13.3,0,w*,0,28,30,8,8,15.9,15,0.3,0,2,30,-/- (---),E,8,C,B,301,,,,,,,,"c-3(0)e1,T-4(pb-1)",
2018,CIN,8,"Winker,J*",5,281,17,28,10.8,40.8,17.5,2.3,2,-2,11,4,17,32.5,51.5,42,0.8,0,-2,13,-/- (---),E,9,D,C,,,,,,402,,402,lf-4(+1)e2 rf-4e2,
2018,COL,10,"Wolters,T*",2,182,16,8,6.8,21.8,17,0,w*,0,21,8,16,6.4,29.4,14.1,0.6,0*,0,19,3/- (20-6),D,12,D,B,203,,441,465,,425,,,"c-2(-1)e3,T-10(pb-4) 2b-4e41 3b-4e65 lf-4(+2)e25",
2018,STL,27,"Wong,K*",2,353,2,7,20.8,35.8,30.4,2.3,w,-7,11,12,5,20,33,30.2,1.3,2,-7,11,*3-7/9 (15-8),C,14,C,C,,,115,,,,,,2b-1e15,
2018,BAL,4,"Wynns,A",2,110,29,0,14.1,14.1,14.1,0,w,-11,34,16,2,30.1,32.2,47.4,5.4,8,-11,33,-/- (---),E,8,B,C,301,,,,,,,,"c-3(-1)e1,T-5(pb-2)",
2018,MIL,17,"Yelich,C*",1,574,17,9,35.4,47.4,59,4.8,6,-2,13,23,13,29.2,45.2,53.5,5,6,-2,16,"*4,5/- (19-12)",A,17,D,B,,,,,,103,203,103,rf-1(0)e3 lf-1e3 cf-2e3,
2018,LA(A),14,"Young,C",6,113,23,4,8.3,16.3,27.8,5.6,8*,0,4,49,15,3,22,12,3,4*,0,3,4/- (20-6),D,13,D,D,,,,,,305,405,305,rf-3(+1)e5 cf-4e5 lf-3e5,
2018,LA(A),14,"Young,E+",1,109,20,0,19.1,21.1,33.1,1.6,1,-9,27,31,7,11.6,20.6,21.1,0,w,-2,25,"*2-5,12/- (19-13)",B,16,D,B,,,,,,305,405,,cf-4(+1)e5 lf-3e5,
2018,CLE,9,"Zimmer,B*",2,106,53,4,20.3,26.3,24.9,0.9,0,-10,4,60,3,16.9,21.9,23.2,0.4,0,-9,4,"*5,6/- (19-13)",B,17,D,D,,,,,,,202,,cf-2(-3)e2,
2018,WASH,31,"Zimmerman,R",5,288,8,22,31,55,54.8,5.4,8,-4,18,13,8,17.5,27.5,37.3,2.8,3,-2,23,5/12 (13-5),E,11,D,C,,305,,,,,,,1b-3e5,
2018,CH(N),7,"Zobrist,B+",1,455,0,7,37,45,45.7,0,w,3,13,4,15,26.3,42.3,36.9,1,2,3,11,7/10 (13-4),D,13,C,B,,425,305,,,303,,303,rf-3(0)e3 2b-3e5 lf-3e3 1b-4e25,
2018,SEA,26,"Zunino,M",4,373,57,6,7.9,16.9,19.7,3.7,6,-1,17,55,4,12.5,19.5,30.7,4.2,7*,0,16,-/- (---),E,9,D,D,101,,,,,,,,"c-1(-3)e1,T-4(pb-5)",
2019,CHI(A),6,"Abreu,J",1,634,13,4,38.6,46.6,56.5,3.6,6,7,24,26,1,20.8,25.8,36.8,3.4,6,8,26,5/12 (13-5),E,11,D,B,,310,,,,,,,1b-3e10,
2019,ATL,3,"Acuna,R",1,626,32,12,19.2,34.2,42.8,7.2,8,-1,8,30,14,22.8,39.8,38.8,4.5,8,-1,6,*4-6/- (19-13),AA,17,D,D,,,,,,203,303,303,cf-3(-3)e3 lf-2e3 rf-3e3,
2019,TB,28,"Adames,W",1,531,36,5,5.8,11.8,13.3,2.5,5,-1,12,30,10,30.3,41.3,41.1,1.8,2,-16,11,6/- (13-6),D,14,D,C,,,,,219,,,,ss-2e19,
2019,WASH,31,"Adams,M*",1,310,41,0,13.1,14.1,34.8,5.8,8*,0,20,53,4,12.5,17.5,29.8,4.7,8,-3,15,-/- (---),E,10,D,D,,412,,,,,,,1b-4e12,
2019,MIN,18,"Adrianza,E+",2,202,16,13,20.8,39.8,32.8,2,2,-7,4,13,7,25,38,44.2,3.8,w,-8,4,2-7/- (3-1),E,12,C,C,,412,311,220,329,,,425,ss-3e29 3b-2e20 1b-4e12 2b-3e11 rf-4(0)e25,
2019,TB,1,"Aguilar,J",1,314,24,18,13.1,32,17.7,1.4,1,10,21,22,17,15.6,33.5,25,2.3,4,10,23,-/- (---),E,9,D,C,,410,,537,,,,,1b-4e10 3b-5e37,
2019,ARIZ,2,"Ahmed,N",1,556,6,12,30.1,44.1,53.2,2.3,4,-2,17,16,9,18.2,29.2,29.6,1.5,2,-2,19,5/- (16-6),C,14,D,C,,,,,114,,,,ss-1e14,
2019,BAL,4,"Alberto,H",1,524,0,0,51.3,53.3,59.7,0.4,0,-13,13,0,0,24.7,26.7,28.5,0.9,0,-13,13,"4,6/10 (13-6)",D,13,C,C,,,308,421,,416,,416,2b-3e8 3b-4e21 lf-4(+2)e16 rf-4e16,
2019,ATL,3,"Albies,O+",1,640,2,0,47,48,77.3,7.3,8,0,0,13,6,23.5,30.5,38,0.8,1,0,0,*7/- (18-11),B,16,D,C,,,104,,,,,,2b-1e4,
2019,MIA,16,"Alfaro,J",2,431,40,0,27.4,32.4,43.1,4,8,-13,12,45,3,23,31,30.7,2.3,5,-12,17,4-6/10 (13-6),D,11,D,C,306,425,,,,,,,"c-3(-2)e6,T-20(pb-3) 1b-4e25",
2019,CLE,9,"Allen,G+",1,231,16,0,8.9,16.9,9.1,0,w,-5,8,24,0,20.4,28.4,31,0.6,1,-5,8,"*5,6/- (19-13)",B,16,B,C,,,,,,205,205,205,lf-2(-2)e5 cf-2e5 rf-2e5,
2019,CHI(N),7,"Almora Jr,A",1,339,15,0,22,23,24.7,0.9,1,-15,20,10,0,19.5,20.5,30.7,2.2,4,-11,20,6/- (13-6),E,13,C,C,,,,,,,106,,cf-1(-1)e6,
2019,NY(N),20,"Alonso,P",1,597,43,18,13.3,38.3,44.4,8.6,8*,0,10,27,11,20.9,38.9,51.5,8.8,8,-5,12,2/- (20-6),E,12,D,C,,413,,,,,,,1b-4e13,2
2019,COL,1,"Alonso,Y*",1,292,17,13,11.1,26.1,27.1,3.6,4*,0,28,22,15,8.9,25.9,15.5,1.5,1,-3,28,"4,6/- (3-1)",E,9,D,C,,311,,,,,,,1b-3e11,
2019,HOU,12,"Altuve,J",1,500,2,5,35,41,72.3,8.5,8,-12,25,10,9,27.5,37.5,41.7,3.2,6,-16,25,"*2-5,11,12/10 (15-7)",C,15,C,C,,,216,,488,,,,2b-2e16 ss-4e88,
2019,HOU,12,"Alvarez,Y*",1,313,31,15,27.1,43.1,62.9,7,8,-2,15,31,21,26.9,48.8,58.6,8.3,8,-2,11,-/- (---),E,10,D,D,,,,,,522,,,lf-5(+1)e22,
2019,MIA,16,"Anderson,B",3,459,28,2,15.3,23.3,30.2,3.8,8,-5,22,19,13,22.6,41.7,39.7,2.3,5,-5,18,4/- (17-6),C,13,D,C,,,,210,,,,309,3b-2e10 rf-3(-3)e9,
2019,CHI(A),6,"Anderson,T",3,498,16,0,39.2,40.2,51.9,2,2,-17,17,21,0,43.1,44.1,57.3,2.1,3,-17,18,*2-5/- (17-12),B,15,D,C,,,,,434,,,,ss-4e34,
2019,TEX,29,"Andrus,E",1,600,10,3,25,30,32.9,0.2,0,-3,21,6,3,27.1,32.1,43.4,4,w,-3,20,"*2-5,12/- (19-13)",A,16,D,B,,,,,214,,,,ss-2e14,
2019,CIN,8,"Aquino,A",1,205,42,7,19.2,28.2,47.8,7.4,8,1,16,28,5,19.5,26.5,52.9,10.6,8,1,15,*7/- (20-12),B,15,D,D,,,,,,,,306,rf-3(-3)e6,
2019,MIL,17,"Arcia,O",1,494,15,9,18.1,27.1,23.7,1.2,2,-5,21,19,7,16.7,23.7,23.5,1.6,1,-5,21,*4-6/12 (15-9),C,15,C,C,,,,,116,,,,ss-1e16,
2019,COL,10,"Arenado,N",1,588,8,16,25.8,43.8,47.8,6,8,-9,16,3,6,31.3,39.3,53.2,5.2,7,-10,18,5/- (13-6),D,11,D,C,,,,110,,,,,3b-1e10,
2019,MIN,18,"Arraez,L*",1,326,0,27,21.3,49.3,21.3,0,w,0,0,0,5,42,48,61.5,3.4,w,0,1,6/11 (13-5),D,13,D,B,,,415,405,442,516,,,2b-4e15 lf-5(+1)e16 3b-4e5 ss-4e42,
2019,KC,13,"Arteaga,H",1,122,9,2,18,23,18,0,w,-7,12,24,6,8.3,17.3,9.7,0,w,-5,11,"2-5,12/10 (13-6)",E,11,C,B,,,208,417,214,,,,ss-2e14 2b-2e8 3b-4e17,
2019,MIN,18,"Astudillo,W",6,190,0,0,19.9,25.9,31.9,4,w,4,23,0,0,26,32,33.5,0.5,0,4,23,-/- (---),E,10,D,B,401,403,441,430,,425,,425,"c-4(0)e1,T-5(pb-0) 1b-4e3 3b-4e30 rf-4(+1)e25 2b-4e41 lf-4e25",
2019,MIL,1,"Austin,T",1,154,48,23,8.5,31.5,28.7,5.4,8*,0,5,67,14,3.9,17.9,13.6,3.2,7*,0,10,3/- (20-6),D,10,D,D,,411,,,,511,,511,1b-4e11 lf-5(+2)e11 rf-5e11,
2019,ARIZ,2,"Avila,A*",6,164,68,10,10.4,21.4,23.2,1.9,2,0,9,47,25,8.5,34.5,23.4,4.2,7*,0,9,2/- (20-6),E,8,D,D,303,,,,,,,,"c-3(-2)e3,T-7(pb-1)",
2019,STL,27,"Bader,H",1,347,37,7,10.3,23.3,26.9,2.5,4*,0,4,36,17,10.7,33.7,17.8,1.4,2,-1,2,"*5,6/- (18-12)",B,17,D,D,,,,,,,106,,cf-1(-1)e6,
2019,CHI(N),7,"Baez,J",1,531,34,6,28.3,34.3,59.4,7.2,8,1,17,34,0,26,26,48.3,3.3,6,1,29,"*2-6,11/12 (15-10)",B,17,C,D,,,,324,119,,,,ss-1e19 3b-3e24,
2019,LA(N),15,"Barnes,A",2,212,29,3,11.4,19.5,28.2,3.3,w*,0,26,23,12,11.5,28.5,20,0.6,1,1,21,3/- (20-6),C,13,D,D,208,,415,,,,,,"c-2(-2)e8,T-20(pb-1) 2b-4e15",
2019,CIN,8,"Barnhart,T*",3,316,34,13,0,14,0,0,w*,0,10,25,12,18.5,31.5,28.5,2.2,3,-5,11,2/- (20-6),E,8,D,B,201,420,,,,,,,"c-2(0)e1,T-4(pb-2) 1b-4e20",
2019,CLE,9,"Bauers,J*",1,372,36,6,16,24,27,3.1,4,-1,3,34,17,12.8,31.9,18,0.6,1,-1,2,"5,6/10 (13-6)",D,13,D,D,,213,,,,404,,,lf-4(0)e4 1b-2e13,
2019,LA(N),15,"Beaty,M*",2,249,12,0,1.2,3.2,2,0,w*,0,20,2,3,26,31,44.6,2.5,3,8,19,*4/- (20-6),B,13,D,C,,421,,416,,404,,404,lf-4(+1)e4 1b-4e21 3b-4e16 rf-4e4,
2019,DET,11,"Beckham,G",1,223,35,4,5.8,13.8,12.2,0,w,-1,19,36,3,15.4,22.4,31.3,1.8,3,-2,19,*7/- (17-6),C,13,D,D,,425,305,333,428,,,,2b-3e5 ss-4e28 3b-3e33 1b-4e25,
2019,SEA,26,"Beckham,T",1,304,48,3,24.5,29.5,35.6,2.8,4,2,16,38,6,16,24,39.2,3.8,6*,0,16,"4,6/7,8,10 (13-2)",E,12,D,D,,420,444,422,452,525,,,ss-4e52 lf-5(0)e25 2b-4e44 3b-4e22 1b-4e20,
2019,PIT,23,"Bell,J+",1,527,32,11,11.5,24.5,27.3,4.8,8,-1,16,14,12,25.4,39.4,56.9,6.6,8,-1,15,5/- (3-1),E,11,D,B,,416,,,,,,,1b-4e16,
2019,LA(N),15,"Bellinger,C*",1,558,10,20,20.8,41.8,50.5,9.5,8,-7,10,13,13,29.7,43.7,59.1,6.6,8,-11,12,"*4,6/- (17-11)",B,15,C,C,,206,,,,,304,104,rf-1(-4)e4 1b-2e6 cf-3e4,
2019,SF,25,"Belt,B*",1,526,29,24,11,36,16.6,0.4,1,-4,4,17,17,17,35.1,30.2,1.8,4,-6,5,"4,6/12 (13-6)",D,9,C,C,,108,,,,418,,,1b-1e8 lf-4(+1)e18,
2019,BOS,5,"Benintendi,A*",1,541,25,16,20.7,39.7,33.3,1.3,3,7,5,25,9,22.1,34.2,34,0,0,8,6,*6/- (17-6),B,13,C,C,,,,,,302,302,,lf-3(-2)e2 cf-3e2,
2019,MIA,16,"Berti,J",1,256,29,10,21,36,28.3,1.8,4,1,2,28,10,25.4,40.3,33.2,0.3,0,1,2,"*2-5,12/- (19-13)",A,17,D,D,,,,408,312,408,408,408,ss-3e12 cf-4(+1)e8 3b-4e8 lf-4e8 rf-4e8,2
2019,BOS,5,"Betts,M",1,597,1,20,20.1,41.1,33.2,1.5,2,-2,11,8,20,25.8,46.8,45.3,3.3,6,-2,11,*5/- (19-6),A,17,D,C,,,,,,,202,102,rf-1(-4)e2 cf-2e2,
2019,TOR,30,"Bichette,B",1,196,23,8,37.5,46.5,65.3,5.4,8,-10,5,26,5,30.5,36.5,54.1,3.4,5,-10,5,"*4-8/9,10 (15-8)",C,13,D,D,,,,,328,,,,ss-3e28,
2019,TOR,30,"Biggio,C*",1,354,36,26,15.3,42.3,21.1,0.5,1,4,0,37,27,11.4,39.5,24.1,3,5,4,0,*5/- (20-11),B,14,D,C,,430,408,,,404,,404,2b-4e8 rf-4(+2)e4 1b-4e30 lf-4e4,
2019,COL,10,"Blackmon,C*",1,580,13,3,27,33,52.5,5.2,8,9,14,9,5,30.1,38.2,54.2,3.4,4,9,14,"4,5/8,9 (13-2)",D,13,D,C,,,,,,,,405,rf-4(0)e5,2
2019,BOS,5,"Bogaerts,X",1,614,17,10,24.4,35.4,47,4.4,8,-3,12,11,16,29.4,46.4,49.9,3.2,6,-3,11,5/- (13-6),D,14,D,C,,,,,314,,,,ss-3e14,
2019,CHI(N),7,"Bote,D",1,303,35,12,17,34,28.3,0.8,0,-5,21,29,18,20.4,43.3,30.4,2,3,-8,14,4/- (17-6),C,14,D,D,,,321,337,452,,,510,3b-3e37 2b-3e21 ss-4e52 rf-5(+2)e10,
2019,LA(A),14,"Bour,J*",1,151,45,21,2.8,24.8,5.6,0,w*,0,25,41,10,4.8,15.8,17.4,4.2,7*,0,29,-/- (---),E,8,D,C,,505,,,,,,,1b-5e5,
2019,BOS,5,"Bradley Jr,J*",1,494,39,9,13.6,27.6,20.3,0.8,1,-7,6,32,12,13,30,31.1,3.4,7,-1,6,*3-7/10 (15-8),C,15,C,D,,,,,,,105,105,cf-1(-3)e5 rf-1e5,
2019,HOU,12,"Brantley,M*",1,575,0,9,26.8,38.8,41.3,3.4,w,5,24,0,6,33.2,42.2,52,3,4,5,25,4/- (13-6),D,12,D,B,,,,,,304,,404,lf-3(-2)e4 rf-4e4,
2019,MIL,17,"Braun,R",2,459,9,9,24.1,37.1,49.7,4.6,7,-6,20,25,4,29,37,43,2.3,4,-11,19,*5/- (19-6),B,13,D,C,,,,,,408,,408,lf-4(0)e8 rf-4e8,
2019,HOU,12,"Bregman,A",1,554,3,20,32.2,55.2,71.2,9.3,8,-9,6,1,32,17.2,52.2,32.6,3.5,6,-6,6,3/- (17-6),D,14,D,B,,,,115,208,,,,3b-1e15 ss-2e8,
2019,MIA,16,"Brinson,L",1,226,30,12,8.4,25.4,10,0,w,7,19,41,0,5.9,10.9,10.4,0,w,1,25,"4,5/11 (13-5)",E,14,D,D,,,,,,,213,213,cf-2(-1)e13 rf-2e13,
2019,TB,28,"Brosseau,M",1,132,24,0,29.6,32.6,42.2,4.2,8,-3,16,45,4,20.1,27.1,34.5,1.3,2,-2,18,2/- (20-6),E,14,D,D,,430,405,313,,416,,416,2b-4e5 3b-3e13 lf-4(+2)e16 rf-4e16 1b-4e30,
2019,SEA,1,"Broxton,K",1,204,66,13,6.8,20.8,10.4,1.2,2,-3,8,75,9,2.5,12.5,4.8,0.8,1,0,8,*2-12/- (15-13),B,16,D,D,,,,,,208,208,208,cf-2(-2)e8 lf-2e8 rf-2e8,
2019,PHI,1,"Bruce,J*",4,310,24,8,9.2,18.2,28.3,5,8*,0,12,30,1,15.1,17.1,50.6,10.3,8*,0,13,2/- (20-6),E,11,D,D,,524,,,,406,,406,lf-4(+1)e6 rf-4e6 1b-5e24,
2019,CHI(N),7,"Bryant,K",1,543,21,27,19.4,52.4,44.9,6.2,8,-5,5,23,14,23,43,39.3,3,5,-10,11,2/- (20-6),D,15,C,D,,422,,320,,411,,411,3b-3e20 rf-4(0)e11 lf-4e11 1b-4e22,
2019,MIN,18,"Buxton,B",5,271,26,6,27.7,35.7,49.7,3,5,3,6,25,4,23.3,29.3,53.3,2,2*,0,6,*4-6/- (19-14),A,17,D,D,,,,,,,104,,cf-1(-3)e4,
2019,WASH,1,"Cabrera,A+",1,447,8,21,15.6,37.7,22.9,0.6,0,9,12,24,11,18.3,30.3,30.9,2.5,4,10,14,2/- (20-6),E,11,D,C,,425,408,412,,,,,3b-4e12 2b-4e8 1b-4e25,
